player_name,season,p_throws,total_pitches,release_x,release_z,extension,avg_velo,map_x,map_y
"Abbott, Andrew",2025,L,2677.0,2.5300414258574144,6.023103519648036,6.310638186181382,87.87852550744925,-1.3145191171050992,1.2174753921445114
"Abel, Mick",2025,R,720.0,-1.6904692500000003,5.644397820000002,6.7706956100000015,91.30416636,0.7709364372993721,-0.7319098973090584
"Abreu, Bryan",2025,R,1189.0,-2.49711888,5.636814019999999,6.5657473,92.023131,1.1191115374407812,-0.620929940801186
"Adam, Jason",2025,R,1087.0,-1.0606213221322134,6.391599089908991,6.374734613461347,87.23626230623061,-0.15633109844600968,0.8020575208634201
"Adams, Travis",2025,R,663.0,-2.14068897889789,5.838169256925692,6.23319794979498,90.25192998299829,0.5449225104062345,0.11103201430284824
"Agnos, Zach",2025,R,527.0,-1.80592404,5.89378925,6.05919334,91.09052376,0.6452324236501324,0.5279963828712573
"Akin, Keegan",2025,L,1058.0,1.8727809780978097,5.8641697169716975,5.722022562256225,89.94918836883687,-0.8946296080662305,1.7224151454433956
"Alcala, Jorge",2025,R,1058.0,-2.01731769,6.624831080000001,5.8527428100000005,93.22414717000001,1.7072845281016726,1.837294118522124
"Alcantara, Sandy",2025,R,2891.0,-1.71376600660066,5.954583408340834,6.040914391439143,92.33587405740575,0.9902744642273845,0.7044681125876486
"Aldegheri, Sam",2025,L,303.0,1.8648346534653464,6.031900330033003,5.735946864686468,85.85610297029703,-1.8812389876772637,1.7719797870455882
"Alexander, Jason",2025,R,1252.0,-1.60096297,5.49007444,6.529579879999999,85.50090741,-1.026103357299222,-0.8241687392018927
"Alexander, Scott",2025,L,313.0,1.4705582241775825,5.594033876612339,6.274084931506849,88.48899434056594,-1.1456827076196279,0.46665894135934466
"Alexander, Tyler",2025,L,1585.0,1.8692609539046097,5.4299268573142685,6.251387501249876,86.52768559144086,-1.9154754811636623,0.2867709683950999
"Allard, Kolby",2025,L,1000.0,2.0358028,5.4125756,6.1918121,85.0120842,-2.409845633949156,0.32162107471582396
"Allen, Logan",2025,L,2709.0,2.3771634536546347,5.236646255374462,6.315185131486852,85.57998424157584,-2.4295293169930914,0.014990731932831874
"Altavilla, Dan",2025,R,456.0,-2.11550714,5.17795084,5.92348088,93.8295842,0.936064179353443,-0.22989937024606213
"Alvarado, Elvis",2025,R,765.0,-2.43940418,5.66182958,5.92746171,95.11188942,1.7117712396373463,0.40177603830639164
"Alvarado, José",2025,L,457.0,1.31665908,6.50570293,6.893457700000001,96.59549185,1.9582097229909112,1.1597829725037003
"Alvarez, Andrew",2025,L,417.0,1.3839762323767621,6.315384191580842,6.441142495750424,85.9705827417258,-1.2445101331037742,1.1095426243748268
"Anderson, Grant",2025,R,1190.0,-2.53148938,4.33934276,6.482761260000001,88.07772484,-0.8606393445954463,-2.4404029166657777
"Anderson, Ian",2025,R,203.0,-1.7347718099999998,6.133617409999999,6.93939712,90.03366703999998,0.8394561619170856,-0.3499743495237889
"Anderson, Nick",2025,R,241.0,-0.8599248624862487,6.412534153415341,6.209561226122612,90.32794143414341,0.5735664119472996,1.2171325993403193
"Anderson, Shaun",2025,R,216.0,-1.7246180600000003,6.0693526,6.72591424,88.04414707999999,0.1715116386068242,-0.22631530600118563
